0.69,0.43,0.48,0.50,0.59,0.77
0.79,0.36,0.48,0.50,0.46,0.70
0.78,0.33,0.48,0.50,0.57,0.79
0.75,0.37,0.48,0.50,0.64,0.74
0.59,0.29,0.48,0.50,0.64,0.77
0.67,0.37,0.48,0.50,0.54,0.68
0.66,0.48,0.48,0.50,0.54,0.74
0.64,0.46,0.48,0.50,0.48,0.76
0.76,0.71,0.48,0.50,0.50,0.75
0.84,0.49,0.48,0.50,0.55,0.74
0.77,0.55,0.48,0.50,0.51,0.74
0.81,0.44,0.48,0.50,0.42,0.68
0.58,0.60,0.48,0.50,0.59,0.76
0.63,0.42,0.48,0.50,0.48,0.80
0.62,0.42,0.48,0.50,0.58,0.81
0.86,0.39,0.48,0.50,0.59,0.90
0.81,0.53,0.48,0.50,0.57,0.88
0.87,0.49,0.48,0.50,0.61,0.79
0.47,0.46,0.48,0.50,0.62,0.77
0.76,0.41,0.48,0.50,0.50,0.62
0.70,0.53,0.48,0.50,0.70,0.87
0.64,0.45,0.48,0.50,0.67,0.66
0.81,0.52,0.48,0.50,0.57,0.80
0.73,0.26,0.48,0.50,0.57,0.78
0.49,0.61,1.00,0.50,0.56,0.74
0.88,0.42,0.48,0.50,0.52,0.75
0.84,0.54,0.48,0.50,0.75,0.70
0.63,0.51,0.48,0.50,0.64,0.76
0.86,0.55,0.48,0.50,0.63,0.83
0.79,0.54,0.48,0.50,0.50,0.68
0.57,0.38,0.48,0.50,0.06,0.33
0.78,0.44,0.48,0.50,0.45,0.68
0.78,0.68,0.48,0.50,0.83,0.29
0.63,0.69,0.48,0.50,0.65,0.28
0.67,0.88,0.48,0.50,0.73,0.25
0.61,0.75,0.48,0.50,0.51,0.33
0.67,0.84,0.48,0.50,0.74,0.37
0.74,0.90,0.48,0.50,0.57,0.29
0.73,0.84,0.48,0.50,0.86,0.29
0.75,0.76,0.48,0.50,0.83,0.30
0.77,0.57,0.48,0.50,0.88,0.20
0.74,0.78,0.48,0.50,0.75,0.15
0.68,0.76,0.48,0.50,0.84,0.27
0.56,0.68,0.48,0.50,0.77,0.45
0.65,0.51,0.48,0.50,0.66,0.33
0.52,0.81,0.48,0.50,0.72,0.38
0.64,0.57,0.48,0.50,0.70,0.26
0.60,0.76,1.00,0.50,0.77,0.52
0.69,0.59,0.48,0.50,0.77,0.21
0.63,0.49,0.48,0.50,0.79,0.28
0.71,0.71,0.48,0.50,0.68,0.36
0.68,0.63,0.48,0.50,0.73,0.30
0.77,0.57,1.00,0.50,0.37,0.01
0.66,0.49,1.00,0.50,0.54,0.36
0.71,0.46,1.00,0.50,0.52,0.30
0.67,0.55,1.00,0.50,0.66,0.16
0.68,0.49,1.00,0.50,0.62,0.28
0.74,0.49,0.48,0.50,0.42,0.36
0.70,0.61,0.48,0.50,0.56,0.43
0.66,0.86,0.48,0.50,0.34,0.36
0.73,0.78,0.48,0.50,0.58,0.31
0.65,0.57,0.48,0.50,0.47,0.51
0.72,0.86,0.48,0.50,0.17,0.21
0.67,0.70,0.48,0.50,0.46,0.33
0.67,0.81,0.48,0.50,0.54,0.23
0.67,0.61,0.48,0.50,0.51,0.38
0.63,1.00,0.48,0.50,0.35,0.49
0.57,0.59,0.48,0.50,0.39,0.33
0.71,0.71,0.48,0.50,0.40,0.39
0.66,0.74,0.48,0.50,0.31,0.43
0.67,0.81,0.48,0.50,0.25,0.25
0.64,0.72,0.48,0.50,0.49,0.19
0.68,0.82,0.48,0.50,0.38,0.56
0.32,0.39,0.48,0.50,0.53,0.38
0.70,0.64,0.48,0.50,0.47,0.47
0.63,0.57,0.48,0.50,0.49,0.20
0.74,0.82,0.48,0.50,0.49,0.41
0.63,0.86,0.48,0.50,0.39,0.34
0.63,0.83,0.48,0.50,0.40,0.19
0.63,0.71,0.48,0.50,0.60,0.39
0.71,0.86,0.48,0.50,0.40,0.32
0.68,0.78,0.48,0.50,0.43,0.42
0.64,0.84,0.48,0.50,0.37,0.40
0.74,0.47,0.48,0.50,0.50,0.42
0.75,0.84,0.48,0.50,0.35,0.33
0.63,0.65,0.48,0.50,0.39,0.35
0.69,0.67,0.48,0.50,0.30,0.24
0.70,0.71,0.48,0.50,0.42,0.85
0.69,0.80,0.48,0.50,0.46,0.26
0.64,0.66,0.48,0.50,0.41,0.20
0.63,0.80,0.48,0.50,0.46,0.29
0.66,0.71,0.48,0.50,0.41,0.35
0.69,0.59,0.48,0.50,0.46,0.52
0.68,0.67,0.48,0.50,0.49,0.34
0.64,0.78,0.48,0.50,0.50,0.38
0.62,0.78,0.48,0.50,0.47,0.54
0.76,0.73,0.48,0.50,0.44,0.39
0.64,0.81,0.48,0.50,0.37,0.44
0.29,0.39,0.48,0.50,0.52,0.48
0.62,0.83,0.48,0.50,0.46,0.40
0.56,0.54,0.48,0.50,0.43,0.30
0.69,0.66,0.48,0.50,0.41,0.25
0.69,0.65,0.48,0.50,0.63,0.41
0.43,0.59,0.48,0.50,0.52,0.56
0.74,0.56,0.48,0.50,0.47,0.30
0.71,0.57,0.48,0.50,0.48,0.32
0.61,0.60,0.48,0.50,0.44,0.38
0.59,0.61,0.48,0.50,0.42,0.37
0.74,0.74,0.48,0.50,0.31,0.52
